loss,accuracy,val_loss,val_accuracy,trial_no,A_aug1_type,A_aug1_magnitude,A_aug2_type,A_aug2_magnitude,B_aug1_type,B_aug1_magnitude,B_aug2_type,B_aug2_magnitude,C_aug1_type,C_aug1_magnitude,C_aug2_type,C_aug2_magnitude,D_aug1_type,D_aug1_magnitude,D_aug2_type,D_aug2_magnitude,E_aug1_type,E_aug1_magnitude,E_aug2_type,E_aug2_magnitude,sample_no,mean_late_val_acc,epoch
2.222,0.168,2.217,0.192,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,1,0.253,1
2.051,0.239,1.875,0.313,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,1,0.253,2
2.233,0.153,2.118,0.247,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,2,0.256,1
2.056,0.238,1.938,0.265,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,2,0.256,2
2.239,0.158,2.083,0.221,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,3,0.262,1
2.059,0.235,1.924,0.302,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,<identity>,0,3,0.262,2
2.24,0.151,2.127,0.181,1,<Brightness>,0,<Brightness>,3,<ShearY>,19,<Sharpness>,4,<Solarize>,24,<TranslateY>,26,<Posterize>,7,<Contrast>,24,<Color>,25,<identity>,9,1,0.234,1
2.109,0.215,2.019,0.287,1,<Brightness>,0,<Brightness>,3,<ShearY>,19,<Sharpness>,4,<Solarize>,24,<TranslateY>,26,<Posterize>,7,<Contrast>,24,<Color>,25,<identity>,9,1,0.234,2
2.26,0.136,2.131,0.208,1,<Brightness>,0,<Brightness>,3,<ShearY>,19,<Sharpness>,4,<Solarize>,24,<TranslateY>,26,<Posterize>,7,<Contrast>,24,<Color>,25,<identity>,9,2,0.261,1
2.099,0.227,1.979,0.313,1,<Brightness>,0,<Brightness>,3,<ShearY>,19,<Sharpness>,4,<Solarize>,24,<TranslateY>,26,<Posterize>,7,<Contrast>,24,<Color>,25,<identity>,9,2,0.261,2
2.239,0.142,2.131,0.211,1,<Brightness>,0,<Brightness>,3,<ShearY>,19,<Sharpness>,4,<Solarize>,24,<TranslateY>,26,<Posterize>,7,<Contrast>,24,<Color>,25,<identity>,9,3,0.207,1
2.104,0.219,2.121,0.202,1,<Brightness>,0,<Brightness>,3,<ShearY>,19,<Sharpness>,4,<Solarize>,24,<TranslateY>,26,<Posterize>,7,<Contrast>,24,<Color>,25,<identity>,9,3,0.207,2
2.259,0.134,2.122,0.217,2,<Sharpness>,16,<ShearY>,30,<AutoContrast>,0,<TranslateY>,24,<ShearY>,29,<ShearX>,14,<ShearX>,1,<Equalize>,0,<Contrast>,20,<Posterize>,30,1,0.229,1
2.141,0.189,2.034,0.241,2,<Sharpness>,16,<ShearY>,30,<AutoContrast>,0,<TranslateY>,24,<ShearY>,29,<ShearX>,14,<ShearX>,1,<Equalize>,0,<Contrast>,20,<Posterize>,30,1,0.229,2
2.254,0.131,2.153,0.239,2,<Sharpness>,16,<ShearY>,30,<AutoContrast>,0,<TranslateY>,24,<ShearY>,29,<ShearX>,14,<ShearX>,1,<Equalize>,0,<Contrast>,20,<Posterize>,30,2,0.254,1
2.138,0.191,2.045,0.269,2,<Sharpness>,16,<ShearY>,30,<AutoContrast>,0,<TranslateY>,24,<ShearY>,29,<ShearX>,14,<ShearX>,1,<Equalize>,0,<Contrast>,20,<Posterize>,30,2,0.254,2
2.261,0.14,2.148,0.188,2,<Sharpness>,16,<ShearY>,30,<AutoContrast>,0,<TranslateY>,24,<ShearY>,29,<ShearX>,14,<ShearX>,1,<Equalize>,0,<Contrast>,20,<Posterize>,30,3,0.227,1
2.121,0.196,2.004,0.265,2,<Sharpness>,16,<ShearY>,30,<AutoContrast>,0,<TranslateY>,24,<ShearY>,29,<ShearX>,14,<ShearX>,1,<Equalize>,0,<Contrast>,20,<Posterize>,30,3,0.227,2
2.264,0.128,2.112,0.22,3,<ShearX>,23,<Rotate>,0,<identity>,21,<Equalize>,8,<Brightness>,15,<TranslateX>,10,<Color>,24,<TranslateX>,7,<identity>,3,<Sharpness>,11,1,0.233,1
2.141,0.193,2.006,0.245,3,<ShearX>,23,<Rotate>,0,<identity>,21,<Equalize>,8,<Brightness>,15,<TranslateX>,10,<Color>,24,<TranslateX>,7,<identity>,3,<Sharpness>,11,1,0.233,2
2.251,0.147,2.169,0.165,3,<ShearX>,23,<Rotate>,0,<identity>,21,<Equalize>,8,<Brightness>,15,<TranslateX>,10,<Color>,24,<TranslateX>,7,<identity>,3,<Sharpness>,11,2,0.205,1
2.135,0.191,2.027,0.244,3,<ShearX>,23,<Rotate>,0,<identity>,21,<Equalize>,8,<Brightness>,15,<TranslateX>,10,<Color>,24,<TranslateX>,7,<identity>,3,<Sharpness>,11,2,0.205,2
2.255,0.146,2.115,0.222,3,<ShearX>,23,<Rotate>,0,<identity>,21,<Equalize>,8,<Brightness>,15,<TranslateX>,10,<Color>,24,<TranslateX>,7,<identity>,3,<Sharpness>,11,3,0.217,1
2.128,0.201,2.061,0.212,3,<ShearX>,23,<Rotate>,0,<identity>,21,<Equalize>,8,<Brightness>,15,<TranslateX>,10,<Color>,24,<TranslateX>,7,<identity>,3,<Sharpness>,11,3,0.217,2
2.307,0.11,2.305,0.099,4,<Equalize>,27,<ShearX>,3,<Color>,25,<identity>,11,<TranslateY>,4,<Sharpness>,20,<Equalize>,4,<Brightness>,14,<Posterize>,3,<Brightness>,15,1,0.097,1
2.299,0.116,2.293,0.095,4,<Equalize>,27,<ShearX>,3,<Color>,25,<identity>,11,<TranslateY>,4,<Sharpness>,20,<Equalize>,4,<Brightness>,14,<Posterize>,3,<Brightness>,15,1,0.097,2
2.303,0.106,2.301,0.127,4,<Equalize>,27,<ShearX>,3,<Color>,25,<identity>,11,<TranslateY>,4,<Sharpness>,20,<Equalize>,4,<Brightness>,14,<Posterize>,3,<Brightness>,15,2,0.136,1
2.288,0.126,2.279,0.145,4,<Equalize>,27,<ShearX>,3,<Color>,25,<identity>,11,<TranslateY>,4,<Sharpness>,20,<Equalize>,4,<Brightness>,14,<Posterize>,3,<Brightness>,15,2,0.136,2
2.302,0.109,2.299,0.15,4,<Equalize>,27,<ShearX>,3,<Color>,25,<identity>,11,<TranslateY>,4,<Sharpness>,20,<Equalize>,4,<Brightness>,14,<Posterize>,3,<Brightness>,15,3,0.156,1
2.288,0.126,2.286,0.161,4,<Equalize>,27,<ShearX>,3,<Color>,25,<identity>,11,<TranslateY>,4,<Sharpness>,20,<Equalize>,4,<Brightness>,14,<Posterize>,3,<Brightness>,15,3,0.156,2
2.305,0.104,2.304,0.097,5,<AutoContrast>,21,<Solarize>,5,<Equalize>,0,<Sharpness>,30,<AutoContrast>,18,<Sharpness>,16,<TranslateY>,2,<Contrast>,16,<Brightness>,9,<identity>,10,1,0.108,1
2.293,0.118,2.284,0.118,5,<AutoContrast>,21,<Solarize>,5,<Equalize>,0,<Sharpness>,30,<AutoContrast>,18,<Sharpness>,16,<TranslateY>,2,<Contrast>,16,<Brightness>,9,<identity>,10,1,0.108,2
2.305,0.105,2.301,0.092,5,<AutoContrast>,21,<Solarize>,5,<Equalize>,0,<Sharpness>,30,<AutoContrast>,18,<Sharpness>,16,<TranslateY>,2,<Contrast>,16,<Brightness>,9,<identity>,10,2,0.09,1
2.293,0.12,2.31,0.087,5,<AutoContrast>,21,<Solarize>,5,<Equalize>,0,<Sharpness>,30,<AutoContrast>,18,<Sharpness>,16,<TranslateY>,2,<Contrast>,16,<Brightness>,9,<identity>,10,2,0.09,2
2.304,0.102,2.303,0.095,5,<AutoContrast>,21,<Solarize>,5,<Equalize>,0,<Sharpness>,30,<AutoContrast>,18,<Sharpness>,16,<TranslateY>,2,<Contrast>,16,<Brightness>,9,<identity>,10,3,0.105,1
2.297,0.114,2.297,0.115,5,<AutoContrast>,21,<Solarize>,5,<Equalize>,0,<Sharpness>,30,<AutoContrast>,18,<Sharpness>,16,<TranslateY>,2,<Contrast>,16,<Brightness>,9,<identity>,10,3,0.105,2
